SERVICIO,DESCRIPCIO,PIEZAS SOLICITADAS,PRECIO UNITARIO
#SREF!,METOCLOPRAMIDA,20,1.64
#SREF!,CLONIXINATO DE LISINA,10,4.35
#SREF!,METAMIZOL,20,2.91
#SREF!,FUROSEMIDA,30,3.56
#SREF!,ONDANSENTRON ,10,12
#SREF!,ONDANSETRON,10,50
#SREF!,FUROSEMIDA,10,3.56
TERAPIA INTERMEDIA,VECURONIO BROMURO DE ,100,29.85
TERAPIA INTERMEDIA,PROPOFOL,50,1038.46
TERAPIA INTERMEDIA,ROCURONIO BROMURO DE,40,72.29
TERAPIA INTERMEDIA,CLORFENAMINA,10,29.43
TERAPIA INTERMEDIA,NOREPINEFRINA,40,71.17
#SREF!,ACIDO ACETILSALICILICO,4,0.38
#SREF!,ROCURONIO BROMURO DE,30,72.29
TERAPIA INTERMEDIA,DEXMEDETOMIDINA,10,337.37
TERAPIA INTERMEDIA,CAPTOPRIL,1,0.15
#SREF!,TERLIPRESINA,6,724.58
TERAPIA INTERMEDIA,LORAZEPAM,0,15.98
#SREF!,TRIMETOPRIM/SULFAMETOXAZOL,3,11.5
TERAPIA INTERMEDIA,VASOPRESINA,10,339.86
#SREF!,DEXMEDETOMIDINA,2,337.37
#SREF!,DEXAMETASONA FOSFATO SODICO DE,1,8.17
#SREF!,NISTATINA ,2,44.14
TERAPIA INTENSIVA METABOLICA,DEXMEDETOMIDINA,0,578.75
TERAPIA INTERMEDIA,VANCOMICINA,3,46.68
#SREF!,TIAMINA SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO CONTI,1,25.24
#SREF!,CEFOTAXIMA,1,19.51
TERAPIA INTERMEDIA,ROCURONIO BROMURO DE,10,72.29
TERAPIA INTERMEDIA,MULTIVITAMINICO B,3,77.47
TERAPIA INTERMEDIA,VECURONIO BROMURO DE ,10,29.85
#SREF!,NOREPINEFRINA,200,71.17
#SREF!,PROPOFOL,50,44.29
#SREF!,SUGAMMADEX ,30,3045.38
AREA DE CHOQUE,NOREPINEFRINA,30,71.17
#SREF!,ACIDO ASCORBICO,30,21.89
#SREF!,MULTIVITAMINICO B,15,77.47
#SREF!,SULFATO  DE  MAGNESIO,20,5.31
TERAPIA INTERMEDIA,GLUCOSA AL,20,33.65
#SREF!,PARACETAMOL,20,129.68
#SREF!,OMEPRAZOL,8,54.16
#SREF!,INDOMETACINA,2,5.84
ENDOSCOPIA,FUROSEMIDA,3,3.56
ENDOSCOPIA,ONDANSETRON,2,50
#SREF!,INSULINA HUMANA ACCION RAPIDA,1,55.19
#SREF!,ATROPINA SULFATO DE,10,2.84
#SREF!,DOPAMINA,4,5.05
AREA DE CHOQUE,ROCURONIO BROMURO DE,8,72.29
AREA DE CHOQUE,ROCURONIO BROMURO DE,4,72.29
#SREF!,AMIODARONA,10,44.01
#SREF!,VASOPRESINA,6,339.86
#SREF!,LIDOCAINA,2,27.49
#SREF!,HIDROCORTISONA SUCCINATO SODICO DE,5,23.02
#SREF!,CLONAZEPAM,1,42.37
#SREF!,BUPRENORFINA,30,5.1
AREA DE CHOQUE,PI,100,16
TERAPIA INTENSIVA METABOLICA,PI,50,16
TERAPIA INTERMEDIA,FUROSEMIDA,45,3.56
TERAPIA INTERMEDIA,METOCLOPRAMIDA,30,1.64
TERAPIA INTERMEDIA,SENOSIDOS A - B,6,0.79
TERAPIA INTERMEDIA,CLORFENAMINA,6,29.43
TERAPIA INTERMEDIA,GLUCONATO DE CALCIO AL,15,4.16
TERAPIA INTENSIVA METABOLICA,BUMETANIDA,3,40.38
#SREF!,MEROPENEM,8,316.67
#SREF!,ISONIACIDA,8,3.29
#SREF!,COLISTIMETATO DE SODIO ,4,1701.74
#SREF!,ACETILCISTEINA,20,21.43
AREA DE CHOQUE,ENOXAPARINA,12,56.15
#SREF!,PARACETAMOL,15,129.68
TERAPIA INTERMEDIA,SERO ALBUMINA HUMANA,6,669.6
TERAPIA INTENSIVA METABOLICA,PROPOFOL,6,1038.46
AREA DE CHOQUE,LACTATO GLUCONATO DE CALCIO,6,2.24
AREA DE CHOQUE,ERITROPOYETINA HUMANA RECOMBINANTE,0,268.81
TERAPIA INTENSIVA METABOLICA,FUROSEMIDA,30,3.56
TERAPIA INTENSIVA METABOLICA,HIDROCORTISONA SUCCINATO SODICO DE,3,23.02
TERAPIA INTENSIVA METABOLICA,GLUCONATO DE CALCIO AL,10,4.16
TERAPIA INTENSIVA METABOLICA,SERO ALBUMINA HUMANA,10,669.6
TERAPIA INTENSIVA METABOLICA,TRAMADOL,6,22.99
#SREF!,PARACETAMOL,12,129.68
TERAPIA INTERMEDIA,DOBUTAMINA,10,26.98
#SREF!,CEFOTAXIMA,4,19.51
#SREF!,TRAMADOL,1,22.99
#SREF!,HEPARINA SODICA,4,70
#SREF!,DEXAMETASONA FOSFATO SODICO DE,2,8.17
ENDOSCOPIA,METAMIZOL,5,2.91
ENDOSCOPIA,LOPERAMIDA,5,0.44
#SREF!,VITAMINA A + C + D,1,26.06
#SREF!,CEFALOTINA SODICA,3,24.71
AREA DE CHOQUE,VORICONAZOL,2,575
TERAPIA INTERMEDIA,AMPICILINA SODICA,32,13.31
TERAPIA INTERMEDIA,ACETILCISTEINA,3,21.43
TERAPIA INTERMEDIA,SULFATO  DE  MAGNESIO,2,5.31
TERAPIA INTERMEDIA,CAPTOPRIL,2,0.15
TERAPIA INTERMEDIA,SERO ALBUMINA HUMANA,3,669.6
TERAPIA INTERMEDIA,FUROSEMIDA,3,3.56
TERAPIA INTENSIVA METABOLICA,FUROSEMIDA,2,3.56
TERAPIA INTERMEDIA,SULFATO  DE  MAGNESIO,4,5.31
AREA DE CHOQUE,VORICONAZOL,4,575
AREA DE CHOQUE,DEXAMETASONA FOSFATO SODICO DE,4,8.17
TERAPIA INTENSIVA METABOLICA,GABAPENTINA,2,4.35
#SREF!,CLORFENAMINA,3,29.43
#SREF!,HIDROCORTISONA SUCCINATO SODICO DE,2,23.02
AREA DE CHOQUE,METILPREDNISOLONA,4,146.07
#SREF!,PREDNISONA,2,0.44
#SREF!,MOSAPRIDA,2,6.22
#SREF!,VORICONAZOL,3,575
AREA DE CHOQUE,SUCRALFATO ,3,1.02
#SREF!,FUROSEMIDA,20,3.56
#SREF!,HEPARINA SODICA,15,70
#SREF!,FUROSEMIDA,25,3.56
#SREF!,INSULINA GLARGINA,10,582.04
#SREF!,INSULINA HUMANA ACCION INTERMEDIA (N.P.H.),5,56.8
#SREF!,INSULINA HUMANA ACCION RAPIDA,5,55.19
#SREF!,INSULINA LISPRO,10,207.86
TERAPIA INTERMEDIA,OMEPRAZOL,13,54.16
TERAPIA INTERMEDIA,NOREPINEFRINA,30,71.17
TERAPIA INTERMEDIA,ENOXAPARINA,6,56.15
#SREF!,METILPREDNISOLONA,15,146.07
#SREF!,KETOROLACO,15,2.68
TERAPIA INTENSIVA METABOLICA,METAMIZOL,8,2.91
TERAPIA INTENSIVA METABOLICA,GLUCOSA AL,5,33.65
AREA DE CHOQUE,PROPOFOL,25,1038.46
TERAPIA INTERMEDIA,PROPOFOL,10,1038.46
TERAPIA INTERMEDIA,CLARITROMICINA,5,645.77
TERAPIA INTERMEDIA,ONDANSETRON,3,3.18
#SREF!,TRIMETOPRIMA/SULFAMETOXAZOL,1,0.5
AREA DE CHOQUE,METOCLOPRAMIDA,3,0.22
#SREF!,CEFEPIME ,4,50.64
#SREF!,METOCLOPRAMIDA,10,1.64
#SREF!,NIFEDIPINO,3,1.2
#SREF!,ACETILCISTEINA,1,21.43
#SREF!,COLISTIMETATO DE SODIO ,2,1701.74
#SREF!,ENOXAPARINA,2,42.15
#SREF!,OMEPRAZOL,2,8.84
AREA DE CHOQUE,GLUCONATO DE CALCIO AL,40,4.16
#SREF!,FOSFATO DE POTASIO,50,14.61
TERAPIA INTENSIVA METABOLICA,FOSFATO DE POTASIO,3,14.61
TERAPIA INTENSIVA METABOLICA,SULFATO  DE  MAGNESIO,2,5.31
TERAPIA INTENSIVA METABOLICA,BUPRENORFINA,0,5.1
TERAPIA INTENSIVA METABOLICA,KETOPROPOFENO,3,95.39
#SREF!,CEFTAZIDIMA  PENTAHIDRATADA,3,23.37
#SREF!,AMPICILINA SODICA,16,13.31
#SREF!,CLORFENAMINA,4,29.43
#SREF!,ENOXAPARINA,10,56.15
TERAPIA INTENSIVA METABOLICA,ACETILCISTEINA,1,21.43
TERAPIA INTENSIVA METABOLICA,LOPERAMIDA,4,0.44
TERAPIA INTERMEDIA,SUCRALFATO ,3,1.02
TERAPIA INTERMEDIA,METOCLOPRAMIDA,3,1.64
TERAPIA INTERMEDIA,FUROSEMIDA,4,3.56
TERAPIA INTERMEDIA,TRAMADOL,2,22.99
#SREF!,PROGESTERONA MICRONIZADA,2,24.35
AREA DE CHOQUE,BUTILHIOSCINA,4,5.43
AREA DE CHOQUE,LACTATO GLUCONATO DE CALCIO,12,2.24
TERAPIA INTENSIVA METABOLICA,DEXMEDETOMIDINA,1,578.75
TERAPIA INTENSIVA METABOLICA,VASOPRESINA,4,339.86
TERAPIA INTENSIVA METABOLICA,HIDROCORTISONA SUCCINATO SODICO DE,4,23.02
TERAPIA INTENSIVA METABOLICA,PROPOFOL,3,1038.46
TERAPIA INTERMEDIA,COLISTIMETATO DE SODIO ,4,1701.74
#SREF!,MEROPENEM,4,316.67
#SREF!,SUCRALFATO ,4,1.02
AREA DE CHOQUE,CIPROFLOXACINO,1,5.75
ENDOSCOPIA,SERO ALBUMINA HUMANA,9,669.6
ENDOSCOPIA,HIDROCORTISONA,0,158.03
ENDOSCOPIA,VANCOMICINA,2,46.68
ENDOSCOPIA,DEXMEDETOMIDINA,5,578.75
ENDOSCOPIA,HIDROCORTISONA SUCCINATO SODICO DE,2,23.02
ENDOSCOPIA,GLUCOSA AL,2,33.65
TERAPIA INTENSIVA METABOLICA,IMIPENEM Y CILASTATINA,2,80.84
#SREF!,VANCOMICINA,1,46.68
AREA DE CHOQUE,BUTILHIOSCINA,2,5.43
#SREF!,INDOMETACINA,3,5.84
#SREF!,SENOSIDOS A - B,4,0.79
#SREF!,PREGABALINA,1,0.84
#SREF!,SALBUTAMOL,1,26.92
#SREF!,CLINDAMICINA,6,5.27
TERAPIA INTENSIVA METABOLICA,AMBROXOL,1,6.48
TERAPIA INTERMEDIA,ROCURONIO BROMURO DE,25,72.29
#SREF!,KETOROLACO,20,2.68
TERAPIA INTERMEDIA,BICARBONATO DE SODIO,50,5.15
#SREF!,TIAMINA SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO CONTI,5,25.24
TERAPIA INTERMEDIA,DOBUTAMINA,0,26.98
TERAPIA INTERMEDIA,EPINEFRINA,5,5.73
TERAPIA INTERMEDIA,ATROPINA SULFATO DE,2,2.84
#SREF!,ESPIRONOLACTONA,1,12.12
TERAPIA INTERMEDIA,ONDANSENTRON ,3,12
AREA DE CHOQUE,LACTATO GLUCONATO DE CALCIO,0,2.24
TERAPIA INTERMEDIA,PROPOFOL,15,1038.46
TERAPIA INTERMEDIA,BUTILHIOSCINA,3,5.43
#SREF!,METRONIDAZOL,6,14.35
#SREF!,CEFALEXINA  MONOHIDRATADA ,4,1.86
TERAPIA INTENSIVA METABOLICA,VASOPRESINA,6,339.86
TERAPIA INTENSIVA METABOLICA,NOREPINEFRINA,8,71.17
TERAPIA INTENSIVA METABOLICA,PROPOFOL,2,1038.46
TERAPIA INTENSIVA METABOLICA,HIDROCORTISONA,0,158.03
TERAPIA INTERMEDIA,ACETILCISTEINA,2,21.43
#SREF!,TRIMETOPRIM/SULFAMETOXAZOL,6,11.5
#SREF!,RIFAMPICINA,0,59.6
TERAPIA INTERMEDIA,MEROPENEM,6,316.67
TERAPIA INTERMEDIA,COLISTIMETATO DE SODIO ,2,1701.74
#SREF!,FENITOINA SODICA,3,13.54
#SREF!,CLINDAMICINA,0,14.33
AREA DE CHOQUE,INSULINA GLARGINA,2,582.04
#SREF!,SERO ALBUMINA HUMANA,1,669.6
#SREF!,SERO ALBUMINA HUMANA,3,669.6
TERAPIA INTERMEDIA,FOSFATO DE POTASIO,15,14.61
#SREF!,PROPOFOL,20,1230.2
#SREF!,BUPIVACAINA GLUCOSA,30,15.5
#SREF!,HIDROCORTISONA SUCCINATO SODICO DE,20,23.02
URGENCIAS GINECOBSTETRICAS,SULFATO  DE  MAGNESIO,0,5.31
URGENCIAS GINECOBSTETRICAS,LIDOCAINA,1,26.42
#SREF!,ACIDO URSODEOXICOLICO,12,6.04
#SREF!,ACIDO ASCORBICO,25,21.89
#SREF!,DOBUTAMINA,2,26.98
TERAPIA INTERMEDIA,BUPRENORFINA,30,5.1
#SREF!,CLONIXINATO DE LISINA,5,2.21
#SREF!,HEPARINA SODICA,1,37.28
#SREF!,CLORURO DE POTASIO,0,1.82
AREA DE CHOQUE,ENOXAPARINA,6,56.15
TERAPIA INTERMEDIA,ROCURONIO BROMURO DE,24,72.29
#SREF!,FUROSEMIDA,2,0.32
TERAPIA INTENSIVA METABOLICA,CAPTOPRIL,6,0.15
TERAPIA INTENSIVA METABOLICA,CAPTOPRIL,2,0.15
TERAPIA INTERMEDIA,HALOPERIDOL,6,12.3
TERAPIA INTERMEDIA,CEFTRIAXONA,3,13.99
TERAPIA INTERMEDIA,FUROSEMIDA,8,3.56
TERAPIA INTERMEDIA,DEXMEDETOMIDINA,8,337.37
#SREF!,OMEPRAZOL,0,54.16
#SREF!,CIPROFLOXACINO,4,19
#SREF!,ONDANSENTRON ,2,12
TERAPIA INTENSIVA METABOLICA,OMEPRAZOL,0,54.16
TERAPIA INTENSIVA METABOLICA,MEROPENEM,2,316.67
TERAPIA INTENSIVA METABOLICA,GLUCONATO DE CALCIO AL,3,4.16
TERAPIA INTENSIVA METABOLICA,METAMIZOL,5,2.91
TERAPIA INTENSIVA METABOLICA,HIDROCORTISONA SUCCINATO SODICO DE,6,23.02
TERAPIA INTERMEDIA,DOBUTAMINA,3,26.98
TERAPIA INTERMEDIA,HALOPERIDOL,3,1.28
#SREF!,MULTIVITAMINICO B,4,77.47
#SREF!,FUROSEMIDA,8,3.56
#SREF!,FUROSEMIDA,5,3.56
#SREF!,PROPOFOL,70,1038.46
#SREF!,BUTILHIOSCINA,20,5.43
AREA DE CHOQUE,BICARBONATO DE SODIO,75,5.15
#SREF!,DEXMEDETOMIDINA,40,337.37
#SREF!,ROCURONIO BROMURO DE,15,72.29
#SREF!,PARACETAMOL,30,129.68
TERAPIA INTERMEDIA,FUROSEMIDA,100,3.56
TERAPIA INTERMEDIA,PROPOFOL,70,1038.46
TERAPIA INTERMEDIA,OMEPRAZOL,0,54.16
TERAPIA INTERMEDIA,CLORFENAMINA,5,29.43
TERAPIA INTERMEDIA,PARACETAMOL,24,129.68
#SREF!,DEXMEDETOMIDINA,4,578.75
#SREF!,DEXMEDETOMIDINA,4,337.37
#SREF!,PARACETAMOL,20,0.39
#SREF!,AMIODARONA,6,44.01
#SREF!,PARACETAMOL,2,0.39
TERAPIA INTERMEDIA,MEROPENEM,2,316.67
#SREF!,CLINDAMICINA,0,5.27
TERAPIA INTERMEDIA,METILPREDNISOLONA,2,146.07
TERAPIA INTERMEDIA,NOREPINEFRINA,20,71.17
TERAPIA INTERMEDIA,VECURONIO BROMURO DE ,40,29.85
AREA DE CHOQUE,ACENOCUMAROL,1,1.94
#SREF!,GANCICLOVIR,2,1156.03
#SREF!,INMUNOGLOBULINA HUMANA NORMAL ,1,12115.38
#SREF!,CASPOFUNGINA,2,1166.67
AREA DE CHOQUE,PROPOFOL,40,1038.46
#SREF!,BICARBONATO DE SODIO,10,5.15
#SREF!,NOREPINEFRINA,5,71.17
#SREF!,CAPTOPRIL,4,0.15
#SREF!,PROPOFOL,3,1038.46
#SREF!,PROPOFOL,1,1038.46
#SREF!,ENOXAPARINA,0,37.24
#SREF!,PROPOFOL,2,1038.46
#SREF!,OCTREOTIDA,1,455.14
ENDOSCOPIA,PROPOFOL,5,1038.46
#SREF!,ONDANSENTRON ,1,12
#SREF!,METOCLOPRAMIDA,2,1.64
TERAPIA INTENSIVA METABOLICA,FUROSEMIDA,6,3.56
#SREF!,VANCOMICINA,3,46.68
TERAPIA INTENSIVA METABOLICA,ACIDO URSODEOXICOLICO,3,6.04
TERAPIA INTENSIVA METABOLICA,TERLIPRESINA,6,724.58
TERAPIA INTENSIVA METABOLICA,CEFTRIAXONA,1,13.99
TERAPIA INTERMEDIA,DEXMEDETOMIDINA,20,337.37
#SREF!,AMPICILINA SODICA,3,13.31
#SREF!,ACICLOVIR SODICO,3,117.7
#SREF!,CEFOTAXIMA,3,19.51
#SREF!,ESPIRONOLACTONA,3,12.12
AREA DE CHOQUE,INSULINA LISPRO,1,207.86
#SREF!,PARACETAMOL,24,129.68
#SREF!,CLORURO DE BENZALCONIO,4,24.44
#SREF!,CLORURO DE POTASIO,30,1.82
#SREF!,OMEPRAZOL,5,8.84
ENDOSCOPIA,NOREPINEFRINA,5,71.17
#SREF!,DEXMEDETOMIDINA,6,337.37
#SREF!,CIPROFLOXACINO,3,19
#SREF!,AMPICILINA SODICA,6,13.31
TERAPIA INTERMEDIA,COLISTIMETATO DE SODIO ,3,1701.74
#SREF!,BETAMETASONA,2,43.93
#SREF!,ONDANSETRON,6,50
#SREF!,ONDANSENTRON ,4,12
#SREF!,BUTILHIOSCINA,5,5.43
#SREF!,METOCLOPRAMIDA,5,1.64
#SREF!,PREDNISONA,1,0.44
#SREF!,SENOSIDOS A - B,10,0.79
#SREF!,FENTANILO CITRATO DE,6,19.47
#SREF!,NALBUFINA,5,8.17
#SREF!,KETAMINA ,1,79.21
#SREF!,MIDAZOLAM,5,16
#SREF!,LEVETIRACETAM,2,505.09
#SREF!,PREGABALINA,2,0.84
#SREF!,MEROPENEM,0,316.67
#SREF!,DEXMEDETOMIDINA,30,337.37
#SREF!,LIDOCAINA,20,27.49
#SREF!,KETOROLACO,40,2.68
#SREF!,DEXAMETASONA FOSFATO SODICO DE,30,8.17
#SREF!,ROCURONIO BROMURO DE,40,72.29
TERAPIA INTERMEDIA,EPINEFRINA,2,5.73
#SREF!,CLORURO DE SODIO AL,20,10.86
#SREF!,DEXMEDETOMIDINA,15,337.37
#SREF!,DEXMEDETOMIDINA,15,578.75
#SREF!,LEVETIRACETAM,1,505.09
AREA DE CHOQUE,VORICONAZOL,1,575
#SREF!,VANCOMICINA,0,46.68
TERAPIA INTERMEDIA,ENOXAPARINA,3,56.15
TERAPIA INTENSIVA METABOLICA,PROPOFOL,4,1038.46
TERAPIA INTERMEDIA,OCTREOTIDA,1,455.14
TERAPIA INTERMEDIA,CEFEPIME ,2,50.64
TERAPIA INTENSIVA METABOLICA,GABAPENTINA,3,4.35
TERAPIA INTENSIVA METABOLICA,SERO ALBUMINA HUMANA,9,669.6
TERAPIA INTERMEDIA,ACIDO ASCORBICO,2,21.89
#SREF!,ACENOCUMAROL,1,1.94
#SREF!,METAMIZOL,2,2.91
#SREF!,ESPIRONOLACTONA,6,0.97
TERAPIA INTERMEDIA,COLISTIMETATO DE SODIO ,1,1701.74
#SREF!,AMPICILINA SODICA,8,13.31
#SREF!,LEVOTIROXINA SODICA,5,6.28
#SREF!,VANCOMICINA,11,46.68
#SREF!,NIFEDIPINO,0,1.2
TERAPIA INTERMEDIA,PROPOFOL,20,1038.46
TERAPIA INTENSIVA METABOLICA,SULFATO  DE  MAGNESIO,100,5.31
#SREF!,HEPARINA SODICA,1,70
#SREF!,PROPOFOL,80,1038.46
#SREF!,HEPARINA SODICA,20,70
#SREF!,METOCLOPRAMIDA,12,1.64
#SREF!,ENOXAPARINA,14,56.15
#SREF!,NAPROXENO,12,0.74
#SREF!,PARACETAMOL,5,129.68
#SREF!,TRAMADOL,5,22.99
#SREF!,ONDANSENTRON ,8,12
#SREF!,KETOROLACO,30,2.68
TERAPIA INTERMEDIA,NOREPINEFRINA,50,71.17
#SREF!,ACIDO ASCORBICO,15,21.89
#SREF!,TOBRAMICINA,1,129.38
#SREF!,AMIKACINA SULFATO DE,10,3.22
#SREF!,HALOPERIDOL,6,12.3
TERAPIA INTERMEDIA,AMIKACINA SULFATO DE,0,4.79
#SREF!,VANCOMICINA,5,46.68
TERAPIA INTENSIVA METABOLICA,MIDAZOLAM,10,16
TERAPIA INTENSIVA METABOLICA,DEXMEDETOMIDINA,6,337.37
TERAPIA INTERMEDIA,SERO ALBUMINA HUMANA,4,669.6
#SREF!,BUTILHIOSCINA,6,5.43
#SREF!,TRIMETOPRIMA/SULFAMETOXAZOL,3,0.5
TERAPIA INTERMEDIA,CLORURO DE BENZALCONIO,5,24.44
#SREF!,DESFLURANO,20,1633.5
#SREF!,DESMOPRESINA,10,319.09
#SREF!,PROPOFOL,30,1230.2
#SREF!,CISATRACURIO BESILATO DE ,20,108.46
TERAPIA INTERMEDIA,CEFTAZIDIMA  PENTAHIDRATADA,6,23.37
TERAPIA INTENSIVA METABOLICA,MULTIVITAMINAS SOLUCION INYECTABLE ADULTO. CADA FRASCO AMPULA CON LIO,0,77.47
#SREF!,VANCOMICINA,6,46.68
#SREF!,ROCURONIO BROMURO DE,6,72.29
#SREF!,SERTRALINA,2,0.83
#SREF!,OMEPRAZOL,1,8.84
TERAPIA INTENSIVA METABOLICA,GABAPENTINA,4,4.35
TERAPIA INTERMEDIA,DEXMEDETOMIDINA,6,337.37
TERAPIA INTERMEDIA,SENOSIDOS A - B,2,0.79
TERAPIA INTENSIVA METABOLICA,ACIDO ASCORBICO,6,21.89
TERAPIA INTENSIVA METABOLICA,MULTIVITAMINICO B,6,77.47
#SREF!,SENOSIDOS A - B,1,0.79
TERAPIA INTENSIVA METABOLICA,METAMIZOL,10,2.91
TERAPIA INTENSIVA METABOLICA,CEFTRIAXONA,3,13.99
#SREF!,ONDANSETRON,1,50
TERAPIA INTENSIVA METABOLICA,MEROPENEM,0,316.67
#SREF!,ISONIACIDA,1,3.29
#SREF!,ACIDO ASCORBICO,60,21.89
#SREF!,MULTIVITAMINICO B,30,77.47
#SREF!,METAMIZOL,30,2.91
#SREF!,ENOXAPARINA,8,56.15
#SREF!,SERO ALBUMINA HUMANA,4,669.6
#SREF!,GLUCONATO DE CALCIO AL,10,4.16
#SREF!,CLORURO DE POTASIO,15,1.82
#SREF!,MISOPROSTOL,4,15.9
#SREF!,FOSFATO DE POTASIO,30,14.61
#SREF!,PARACETAMOL,5,0.39
#SREF!,ROPIVACAINA,5,71.34
AREA DE CHOQUE,OMEPRAZOL,6,0.4
TERAPIA INTERMEDIA,AMIODARONA,2,44.01
TERAPIA INTERMEDIA,DOPAMINA,0,5.05
TERAPIA INTERMEDIA,ESMOLOL,0,337.5
TERAPIA INTERMEDIA,DOPAMINA,2,5.05
TERAPIA INTERMEDIA,ESMOLOL,1,4166.67
#SREF!,FENITOINA SODICA,4,13.54
#SREF!,LEVETIRACETAM,8,505.09
#SREF!,TRIMETOPRIMA/SULFAMETOXAZOL,4,0.5
#SREF!,AMIKACINA SULFATO DE,1,4.79
#SREF!,SUCRALFATO ,2,1.02
ENDOSCOPIA,MULTIVITAMINICO B,2,77.47
ENDOSCOPIA,ACIDO ASCORBICO,4,21.89
#SREF!,HIPROMELOSA,1,123.64
ENDOSCOPIA,CASPOFUNGINA,1,1166.67
ENDOSCOPIA,VASOPRESINA,4,339.86
ENDOSCOPIA,MEROPENEM,1,316.67
#SREF!,FITOMENADIONA,10,8.03
#SREF!,ENOXAPARINA,6,56.15
TERAPIA INTENSIVA METABOLICA,PROPOFOL,8,1038.46
TERAPIA INTENSIVA METABOLICA,LEVETIRACETAM,8,505.09
#SREF!,LEVOTIROXINA SODICA,4,6.28
#SREF!,DEXMEDETOMIDINA,3,337.37
#SREF!,POLIMIXINA/NEOMICINA/BACITRACINA,2,326.98
TERAPIA INTERMEDIA,OCTREOTIDA,3,455.14
TERAPIA INTENSIVA METABOLICA,ACIDO ASCORBICO,2,21.89
TERAPIA INTENSIVA METABOLICA,DEXMEDETOMIDINA,2,578.75
TERAPIA INTENSIVA METABOLICA,VANCOMICINA,6,46.68
#SREF!,INSULINA HUMANA ACCION INTERMEDIA (N.P.H.),1,56.8
TERAPIA INTERMEDIA,DEXMEDETOMIDINA,24,337.37
TERAPIA INTERMEDIA,HIDROCORTISONA SUCCINATO SODICO DE,30,23.02
#SREF!,GLUCONATO DE CALCIO AL,50,4.16
#SREF!,INSULINA HUMANA ACCION RAPIDA,4,55.19
#SREF!,PROPOFOL,16,1038.46
#SREF!,ROCURONIO BROMURO DE,24,72.29
TERAPIA INTERMEDIA,OMEPRAZOL,30,54.16
TERAPIA INTERMEDIA,CLORURO DE BENZALCONIO,3,24.44
TERAPIA INTERMEDIA,TIAMINA SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO CONTI,1,25.24
#SREF!,ACIDO ASCORBICO,5,21.89
#SREF!,DOPAMINA,2,5.05
TERAPIA INTENSIVA METABOLICA,CLORURO DE POTASIO,30,1.82
TERAPIA INTERMEDIA,CASPOFUNGINA,2,1166.67
TERAPIA INTERMEDIA,COLISTIMETATO DE SODIO ,5,1701.74
TERAPIA INTERMEDIA,SERO ALBUMINA HUMANA,10,669.6
#SREF!,ACENOCUMAROL,5,1.94
#SREF!,LORATADINA,1,46
AREA DE CHOQUE,AMIODARONA,30,44.01
#SREF!,CLORANFENICOL SUCCINATO SODICO,1,86.04
ENDOSCOPIA,METILPREDNISOLONA,1,146.07
ENDOSCOPIA,GABAPENTINA,1,4.35
TERAPIA INTERMEDIA,VECURONIO BROMURO DE ,20,29.85
TERAPIA INTERMEDIA,METAMIZOL,2,2.91
TERAPIA INTENSIVA METABOLICA,CLORURO DE POTASIO,3,1.82
TERAPIA INTENSIVA METABOLICA,SULFATO  DE  MAGNESIO,3,5.31
TERAPIA INTENSIVA METABOLICA,METAMIZOL,9,2.91
#SREF!,LEVETIRACETAM,3,505.09
TERAPIA INTERMEDIA,GLUCONATO DE CALCIO AL,3,4.16
TERAPIA INTERMEDIA,ACIDO ASCORBICO,6,21.89
TERAPIA INTERMEDIA,FUROSEMIDA,6,3.56
TERAPIA INTERMEDIA,CAPTOPRIL,4,0.15
TERAPIA INTERMEDIA,PARACETAMOL,6,129.68
#SREF!,ALOPURINOL,2,13.3
TERAPIA INTERMEDIA,INSULINA GLARGINA,1,582.04
TERAPIA INTENSIVA METABOLICA,LOPERAMIDA,8,0.44
TERAPIA INTENSIVA METABOLICA,SERO ALBUMINA HUMANA,12,669.6
TERAPIA INTERMEDIA,DOXICICLINA,2,5.48
#SREF!,COLISTIMETATO DE SODIO ,1,1701.74
#SREF!,FUROSEMIDA,3,0.32
#SREF!,ROCURONIO BROMURO DE,12,72.29
#SREF!,ROCURONIO BROMURO DE,48,72.29
AREA DE CHOQUE,OMEPRAZOL,6,8.84
TERAPIA INTERMEDIA,METOCLOPRAMIDA,50,1.64
TERAPIA INTERMEDIA,PARACETAMOL,10,129.68
#SREF!,DEXMEDETOMIDINA,10,578.75
#SREF!,METILPREDNISOLONA,3,28.13
#SREF!,BICARBONATO DE SODIO,20,5.15
TERAPIA INTERMEDIA,MULTIVITAMINICO B,30,77.47
#SREF!,PENTOXIFILINA,6,117.2
#SREF!,SULFATO  FERROSO  DESECADO,2,0.48
#SREF!,PREDNISONA,3,1.42
TERAPIA INTERMEDIA,METOCLOPRAMIDA,2,1.64
AREA DE CHOQUE,SUCRALFATO ,1,1.02
#SREF!,BICARBONATO DE SODIO,100,5.15
#SREF!,EPINEFRINA,4,5.73
#SREF!,BUTILHIOSCINA,2,5.43
AREA DE CHOQUE,LIDOCAINA/EPINEFRINA AL,10,115.38
#SREF!,GENTAMICINA SULFATO DE,2,6.19
#SREF!,POLIMIXIMA/NEOMICINA,3,42.7
